n, m, k, value, time, valid, solution
50, 2, 3, 10.8830, 1200.6581, 1, 0 1 2 0 1 2 2 2 1 0 2 1 2 1 2 2 2 0 2 1 1 0 0 2 1 2 1 2 1 0 0 0 0 0 0 1 1 1 0 1 2 2 1 1 0 0 1 2 0 1 
50, 2, 4, 99.5980, 1200.0491, 1, 0 0 1 1 1 2 2 0 0 2 0 1 1 3 2 0 3 3 0 3 3 0 3 0 1 0 1 2 3 1 3 2 1 0 0 3 1 3 0 2 1 2 2 2 1 2 3 3 0 1 
50, 3, 3, 471.3810, 1200.0679, 1, 0 0 1 1 2 0 0 0 1 0 2 1 1 0 1 2 0 1 2 0 1 0 2 0 1 0 0 2 0 2 0 2 2 0 1 1 2 2 1 1 2 0 1 2 2 1 0 1 2 1 
50, 3, 4, 1101.3030, 1200.4850, 1, 0 1 0 1 1 2 2 2 2 0 2 2 3 2 2 0 0 3 1 3 0 2 1 0 0 3 3 2 3 2 2 0 3 0 1 0 0 3 1 1 0 3 3 1 2 1 3 0 1 3 
100, 2, 3, 7.0600, 1200.1275, 1, 0 1 2 2 0 1 1 0 2 1 2 1 1 1 0 1 2 1 2 1 0 2 0 0 1 1 0 2 0 1 1 1 2 2 2 2 1 0 0 1 2 2 1 1 0 0 2 1 1 1 0 2 2 2 0 2 2 1 2 0 2 2 2 1 0 0 0 2 0 2 2 0 1 0 0 0 2 1 2 1 0 2 1 1 2 2 2 1 0 1 1 2 2 1 0 2 1 1 0 1 
100, 2, 4, 38.2640, 1200.2353, 1, 0 1 1 2 2 2 0 3 0 2 1 2 1 2 0 0 1 0 1 1 3 2 3 2 3 3 3 2 0 0 1 2 3 3 2 1 3 2 0 3 1 3 2 1 0 3 2 1 2 0 0 3 1 3 3 0 0 2 1 3 0 3 1 0 2 2 2 3 3 3 2 1 2 0 0 1 0 1 1 1 2 0 2 1 3 0 3 2 0 1 2 1 3 0 2 1 0 3 3 2 
100, 3, 3, 354.9760, 1200.6784, 1, 0 1 1 2 2 2 1 0 2 2 2 0 1 1 0 2 0 0 0 2 0 0 0 0 2 2 1 1 1 1 1 1 2 2 1 0 2 2 2 1 2 1 1 1 2 0 2 2 1 2 1 1 1 2 2 0 0 2 1 1 0 0 2 2 1 0 2 0 2 1 0 1 0 0 1 2 0 0 2 1 0 0 1 2 1 2 1 0 0 2 1 2 0 1 0 1 0 0 1 2 
100, 3, 4, 563.2090, 1200.8100, 1, 0 1 1 2 0 2 0 1 1 2 1 0 0 0 0 3 3 3 0 1 2 0 2 2 0 1 3 2 2 1 0 2 1 1 2 2 1 1 1 1 3 1 3 2 1 3 3 0 2 3 0 2 3 2 2 1 2 0 3 3 3 0 0 1 2 2 2 1 2 1 3 3 0 0 0 2 1 0 2 3 1 1 0 3 0 1 1 0 3 3 2 0 1 3 3 0 3 3 0 3 
50, 2, 5, 342.3390, 1800.7803, 1, 0 1 2 1 2 3 4 0 3 3 1 3 4 3 4 4 1 1 3 2 0 4 2 3 1 3 1 1 0 3 0 1 3 2 0 4 0 2 0 1 2 2 0 3 2 4 0 0 3 4 
50, 2, 10, 4539.9680, 1800.4277, 1, 0 1 2 3 4 5 6 6 0 7 7 0 8 3 3 3 3 0 8 9 6 7 5 4 1 8 9 9 6 1 5 8 9 9 5 0 8 1 4 1 4 9 7 2 2 2 7 6 3 5 
50, 2, 20, 23535.9890, 1800.8574, 1, 0 1 2 3 4 5 6 7 7 8 9 8 10 9 4 9 11 0 5 12 6 6 13 14 8 5 15 1 16 7 1 10 17 15 18 14 12 18 2 12 3 13 19 0 19 17 16 11 3 15 
50, 5, 5, 20727.9540, 1800.4231, 1, 0 1 2 3 2 2 0 0 3 0 3 2 1 3 0 1 4 0 0 1 3 2 4 4 4 2 3 3 3 1 1 0 4 1 2 1 4 3 2 2 4 4 4 1 3 2 0 1 0 4 
50, 5, 10, 33518.2180, 1800.2219, 1, 0 1 0 2 1 3 4 5 5 2 0 6 7 7 8 6 3 2 4 2 7 8 8 3 4 5 0 3 6 1 8 4 9 1 8 9 0 2 5 6 3 1 6 5 7 7 9 4 9 9 
50, 5, 20, 65642.7580, 1800.0330, 1, 0 1 2 3 1 4 5 6 7 8 9 10 2 11 3 12 13 3 9 2 14 10 15 11 15 6 4 16 0 17 6 4 16 18 18 11 15 14 12 14 13 10 19 16 19 7 18 5 17 8 
50, 10, 5, 51275.3680, 1800.0379, 1, 0 1 1 2 0 2 2 0 2 1 3 4 0 4 4 1 3 3 4 0 3 3 1 4 1 1 3 3 3 2 4 2 0 2 4 1 1 2 0 2 0 4 0 4 1 4 3 3 0 2 
50, 10, 10, 80795.7710, 1800.1041, 1, 0 1 2 1 3 3 4 4 0 4 5 4 6 7 7 4 0 8 8 0 7 6 9 8 0 6 5 8 7 3 1 5 9 2 1 8 9 3 6 6 2 2 9 9 1 7 3 5 5 2 
50, 10, 20, 104129.5310, 1800.9657, 1, 0 1 2 3 1 4 5 6 7 8 9 7 10 9 11 12 13 2 11 2 10 14 13 15 0 10 9 16 17 18 3 16 0 6 19 12 17 7 14 16 18 8 15 3 15 4 17 19 5 6 
50, 20, 5, 100298.8610, 1800.8722, 1, 0 1 2 3 2 4 0 1 4 3 4 1 3 4 4 0 3 2 1 3 2 1 2 3 4 4 4 0 2 2 1 0 0 3 2 1 0 1 0 3 4 2 0 3 1 4 1 2 0 3 
50, 20, 10, 118034.1200, 1800.1585, 1, 0 1 2 3 4 2 2 5 5 3 1 6 7 3 3 8 7 1 9 7 9 6 4 8 0 8 9 0 3 6 4 5 0 7 7 8 1 9 5 6 4 6 4 1 2 0 9 8 5 2 
50, 20, 20, 135272.3990, 1800.1062, 1, 0 1 2 3 1 4 5 6 7 8 9 10 11 10 9 8 6 12 3 13 14 5 15 16 12 17 14 0 2 18 17 12 0 6 18 16 9 13 19 11 7 10 4 17 4 19 14 13 15 2 
100, 2, 5, 42.4720, 1800.1288, 1, 0 1 2 3 0 0 3 3 0 4 2 1 1 2 4 0 2 4 4 2 3 1 3 2 4 0 1 4 3 4 1 2 1 1 0 3 2 4 3 3 1 1 0 1 3 4 1 1 3 3 4 3 0 1 0 0 2 3 2 2 2 0 2 4 1 2 3 3 4 4 0 0 2 0 0 0 3 2 2 4 3 4 1 1 1 1 4 0 4 4 2 2 0 2 1 1 1 4 2 1 
100, 2, 10, 1292.3380, 1800.4289, 1, 0 1 2 3 4 4 3 1 5 6 3 7 6 0 2 5 0 7 6 4 7 1 5 3 1 7 0 6 7 0 4 1 6 4 4 8 3 0 9 7 1 9 1 9 5 7 5 1 1 2 7 2 4 5 0 2 8 9 9 7 5 8 7 6 6 6 1 5 4 3 9 2 3 1 9 8 8 1 7 2 2 0 3 4 8 9 6 9 4 3 5 3 8 6 2 6 5 9 8 0 
100, 2, 20, 5319.3740, 1800.9605, 1, 0 1 2 3 4 5 6 7 5 0 8 2 9 10 11 12 2 10 13 14 1 6 15 16 11 10 12 9 16 12 1 9 12 16 16 17 4 0 1 15 7 15 2 18 7 18 13 3 10 7 3 14 6 15 19 8 7 1 15 5 10 12 5 5 13 2 19 3 4 1 3 13 18 1 8 11 4 14 4 9 14 6 8 18 10 10 0 11 4 9 16 11 15 19 17 5 19 13 17 0 
100, 5, 5, 6803.0770, 1800.7303, 1, 0 1 2 3 2 4 3 4 0 0 4 3 2 1 1 2 3 1 3 2 1 0 1 0 1 0 1 0 3 4 3 4 3 1 0 4 1 1 2 2 0 1 1 2 0 0 1 4 2 1 4 2 4 4 4 4 0 2 4 4 3 1 4 4 4 0 1 0 3 3 2 2 3 1 0 3 0 3 4 4 0 3 3 2 2 0 2 1 3 4 0 4 2 2 2 2 1 1 1 0 
100, 5, 10, 26593.6060, 1800.4505, 1, 0 1 2 3 4 4 1 1 5 1 5 5 6 7 8 0 9 6 0 2 2 7 0 5 2 4 9 5 5 3 8 7 4 5 9 3 3 0 2 3 2 0 8 4 7 9 9 2 1 8 9 7 7 2 4 6 7 0 9 8 3 6 3 9 5 2 6 1 1 4 5 0 8 1 8 3 6 7 5 7 3 4 6 7 6 6 3 8 8 5 4 9 6 4 1 9 8 2 0 2 
100, 5, 20, 43289.2050, 1800.7655, 1, 0 1 2 3 1 4 5 6 7 8 9 10 11 12 0 13 7 3 1 14 9 5 15 16 14 17 17 16 16 13 0 2 17 10 9 18 9 10 3 11 19 19 5 4 7 18 13 4 2 6 6 14 2 8 10 3 13 9 18 9 16 13 18 15 10 15 8 4 19 15 12 4 8 5 12 5 11 6 10 17 16 2 3 11 14 1 7 12 19 0 1 0 18 6 11 7 15 12 17 14 
